img_dilemma1;audio_dilemma1;img_dilemma2;audio_dilemma2;start_cross2;start_dilemma2;durata_audio1;durata_audio2
images/dilemma_controllo_main_2.jpg;audios/dilemma_controllo_main_2.mp3;images/dilemma_controllo_choice_2.jpg;audios/dilemma_controllo_choice_2.mp3;27;30;24;3
